feature,importance
FLOORSMIN_MODE,2.1975
CC_CNT_DRAWINGS_POS_CURRENT_MAX,2.175
BURO_CREDIT_TYPE_Mortgage_MEAN,2.17
BURO_STATUS_3_MEAN_MEAN,2.1575
PREV_NAME_CONTRACT_TYPE_Consumer loans_MEAN,2.155
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,2.1525
CC_NAME_CONTRACT_STATUS_Active_MEAN,2.14
BURO_CREDIT_TYPE_Microloan_MEAN,2.095
NEW_RATIO_BURO_AMT_CREDIT_SUM_DEBT_MAX,2.095
PREV_CODE_REJECT_REASON_VERIF_MEAN,2.045
ELEVATORS_MODE,2.0175
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,2.0
CC_MONTHS_BALANCE_MIN,2.0
BURO_STATUS_4_MEAN_MEAN,1.995
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,1.99
CC_NAME_CONTRACT_STATUS_Signed_MEAN,1.965
PREV_NAME_CASH_LOAN_PURPOSE_Buying a used car_MEAN,1.9525
PREV_NAME_GOODS_CATEGORY_Auto Accessories_MEAN,1.93
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,1.93
CC_SK_DPD_DEF_SUM,1.92
CC_NAME_CONTRACT_STATUS_Completed_VAR,1.8975
PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,1.8925
CC_MONTHS_BALANCE_SUM,1.885
DEF_60_CNT_SOCIAL_CIRCLE,1.88
PREV_NAME_CASH_LOAN_PURPOSE_Building a house or an annex_MEAN,1.88
CC_CNT_INSTALMENT_MATURE_CUM_MIN,1.8675
CC_AMT_BALANCE_MAX,1.8625
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,1.8325
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,1.8275
NONLIVINGAPARTMENTS_MEDI,1.79
NEW_RATIO_PREV_AMT_DOWN_PAYMENT_MIN,1.7625
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,1.7575
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,1.75
CC_NAME_CONTRACT_STATUS_Signed_VAR,1.7425
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,1.7375
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,1.7175
PREV_NAME_TYPE_SUITE_Group of people_MEAN,1.7025
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,1.7025
FLOORSMAX_MODE,1.69
CC_SK_DPD_SUM,1.6225
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,1.6025
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,1.5925
CC_SK_DPD_MAX,1.585
NEW_RATIO_BURO_AMT_CREDIT_SUM_DEBT_MEAN,1.5575
NEW_RATIO_PREV_RATE_DOWN_PAYMENT_MIN,1.55
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,1.5175
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,1.515
NEW_RATIO_BURO_AMT_CREDIT_SUM_LIMIT_MEAN,1.49
BURO_CREDIT_DAY_OVERDUE_MEAN,1.4675
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,1.465
NEW_RATIO_BURO_AMT_CREDIT_SUM_DEBT_SUM,1.465
PREV_NAME_GOODS_CATEGORY_Office Appliances_MEAN,1.4425
PREV_CHANNEL_TYPE_Channel of corporate sales_MEAN,1.44
PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,1.44
PREV_NAME_GOODS_CATEGORY_Vehicles_MEAN,1.4275
PREV_NAME_CASH_LOAN_PURPOSE_Payments on other loans_MEAN,1.425
CNT_CHILDREN,1.42
PREV_NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment_MEAN,1.4
PREV_NAME_GOODS_CATEGORY_Other_MEAN,1.3975
PREV_NAME_CLIENT_TYPE_XNA_MEAN,1.395
CC_SK_DPD_VAR,1.3775
NAME_INCOME_TYPE_Working,1.36
PREV_NAME_GOODS_CATEGORY_Medical Supplies_MEAN,1.335
PREV_NAME_SELLER_INDUSTRY_Auto technology_MEAN,1.3325
FLAG_OWN_REALTY,1.3225
PREV_NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday_MEAN,1.305
BURO_CREDIT_TYPE_Loan for business development_MEAN,1.3025
PREV_NAME_CASH_LOAN_PURPOSE_Everyday expenses_MEAN,1.2975
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,1.2875
ACTIVE_CREDIT_DAY_OVERDUE_MAX,1.28
PREV_NAME_GOODS_CATEGORY_Sport and Leisure_MEAN,1.2725
PREV_NAME_CASH_LOAN_PURPOSE_Business development_MEAN,1.255
CODE_GENDER,1.2375
PREV_PRODUCT_COMBINATION_POS others without interest_MEAN,1.2325
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,1.2275
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,1.2075
BURO_CREDIT_CURRENCY_currency 2_MEAN,1.1925
BURO_CREDIT_TYPE_Another type of loan_MEAN,1.1775
FLAG_DOCUMENT_3,1.1625
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,1.155
CC_SK_DPD_DEF_VAR,1.1525
NEW_RATIO_BURO_AMT_CREDIT_SUM_LIMIT_SUM,1.1475
PREV_NAME_CASH_LOAN_PURPOSE_Buying a home_MEAN,1.1425
ENTRANCES_MEDI,1.1325
NEW_RATIO_BURO_CNT_CREDIT_PROLONG_SUM,1.1275
WEEKDAY_APPR_PROCESS_START_SATURDAY,1.115
BURO_CREDIT_DAY_OVERDUE_MAX,1.1125
CC_MONTHS_BALANCE_MAX,1.1
AMT_REQ_CREDIT_BUREAU_WEEK,1.085
ORGANIZATION_TYPE_Self-employed,1.065
NAME_FAMILY_STATUS_Married,1.0525
WEEKDAY_APPR_PROCESS_START_THURSDAY,1.045
FLOORSMIN_MEDI,1.045
PREV_NAME_PAYMENT_TYPE_Cashless from the account of the employer_MEAN,1.0375
FLAG_PHONE,1.0325
CC_COUNT,1.0275
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,1.025
NAME_FAMILY_STATUS_Civil marriage,1.005
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,0.9925
PREV_NAME_CASH_LOAN_PURPOSE_Buying a new car_MEAN,0.9875
FLOORSMAX_MEDI,0.9825
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,0.96
CC_NAME_CONTRACT_STATUS_Sent proposal_MEAN,0.955
CC_CNT_DRAWINGS_POS_CURRENT_MIN,0.9425
OCCUPATION_TYPE_Laborers,0.9375
BURO_CREDIT_CURRENCY_currency 1_MEAN,0.93
CC_AMT_RECIVABLE_VAR,0.91
NAME_TYPE_SUITE_Family,0.91
NAME_INCOME_TYPE_Commercial associate,0.91
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,0.91
NAME_INCOME_TYPE_State servant,0.8975
PREV_NAME_CASH_LOAN_PURPOSE_Car repairs_MEAN,0.8925
PREV_NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land_MEAN,0.8925
WEEKDAY_APPR_PROCESS_START_TUESDAY,0.8825
NAME_EDUCATION_TYPE_Secondary / secondary special,0.87
CC_SK_DPD_DEF_MAX,0.8675
CC_AMT_RECIVABLE_MEAN,0.8625
LIVE_CITY_NOT_WORK_CITY,0.86
CC_AMT_RECIVABLE_MAX,0.86
REGION_RATING_CLIENT,0.855
BURO_CNT_CREDIT_PROLONG_SUM,0.85
AMT_REQ_CREDIT_BUREAU_DAY,0.85
NAME_FAMILY_STATUS_Separated,0.85
PREV_NAME_GOODS_CATEGORY_Tourism_MEAN,0.845
OCCUPATION_TYPE_Managers,0.8325
WEEKDAY_APPR_PROCESS_START_MONDAY,0.8275
WEEKDAY_APPR_PROCESS_START_FRIDAY,0.8275
NEW_DOC_IND_STD,0.8225
NAME_TYPE_SUITE_Unaccompanied,0.82
BURO_CREDIT_CURRENCY_currency 3_MEAN,0.8175
OCCUPATION_TYPE_Drivers,0.815
REGION_RATING_CLIENT_W_CITY,0.8
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,0.7975
CC_AMT_RECIVABLE_SUM,0.7875
ORGANIZATION_TYPE_Other,0.7675
WEEKDAY_APPR_PROCESS_START_SUNDAY,0.76
CLOSED_CNT_CREDIT_PROLONG_SUM,0.7575
REG_CITY_NOT_LIVE_CITY,0.755
ELEVATORS_MEDI,0.7525
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0.75
REG_CITY_NOT_WORK_CITY,0.745
BURO_CREDIT_TYPE_Unknown type of loan_MEAN,0.73
OCCUPATION_TYPE_Core staff,0.725
"NAME_TYPE_SUITE_Spouse, partner",0.7225
NAME_FAMILY_STATUS_Widow,0.72
FONDKAPREMONT_MODE_org spec account,0.72
FLAG_WORK_PHONE,0.7175
OCCUPATION_TYPE_Medicine staff,0.7125
CC_NAME_CONTRACT_STATUS_Signed_SUM,0.7075
PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,0.7025
ORGANIZATION_TYPE_Business Entity Type 2,0.7025
ORGANIZATION_TYPE_School,0.7
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0.695
PREV_NAME_SELLER_INDUSTRY_MLM partners_MEAN,0.69
NAME_EDUCATION_TYPE_Higher education,0.69
ORGANIZATION_TYPE_Trade: type 7,0.685
ORGANIZATION_TYPE_Business Entity Type 3,0.675
NAME_HOUSING_TYPE_With parents,0.6675
NAME_HOUSING_TYPE_Municipal apartment,0.655
OCCUPATION_TYPE_Sales staff,0.655
OCCUPATION_TYPE_High skill tech staff,0.6525
BURO_CREDIT_TYPE_Loan for working capital replenishment_MEAN,0.65
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0.635
OCCUPATION_TYPE_Cleaning staff,0.625
CC_CNT_DRAWINGS_CURRENT_MIN,0.615
LIVE_REGION_NOT_WORK_REGION,0.6125
NAME_FAMILY_STATUS_Single / not married,0.61
ORGANIZATION_TYPE_Government,0.605
NAME_CONTRACT_TYPE_Cash loans,0.605
OCCUPATION_TYPE_Accountants,0.6
FONDKAPREMONT_MODE_reg oper spec account,0.595
ORGANIZATION_TYPE_Medicine,0.595
NAME_EDUCATION_TYPE_Incomplete higher,0.5825
ACTIVE_CNT_CREDIT_PROLONG_SUM,0.58
NAME_HOUSING_TYPE_House / apartment,0.57
FLAG_DOCUMENT_6,0.565
FLAG_EMAIL,0.555
ORGANIZATION_TYPE_Kindergarten,0.555
OCCUPATION_TYPE_Cooking staff,0.5525
FLAG_DOCUMENT_8,0.5525
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0.54
WALLSMATERIAL_MODE_Panel,0.5325
OCCUPATION_TYPE_Low-skill Laborers,0.53
WALLSMATERIAL_MODE_Block,0.5275
FLAG_DOCUMENT_5,0.525
PREV_NAME_PORTFOLIO_Cars_MEAN,0.5225
NEW_DOC_IND_KURT,0.52
"WALLSMATERIAL_MODE_Stone, brick",0.515
ORGANIZATION_TYPE_University,0.5125
ORGANIZATION_TYPE_Transport: type 3,0.4975
REG_REGION_NOT_LIVE_REGION,0.495
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0.49
ORGANIZATION_TYPE_Construction,0.485
ORGANIZATION_TYPE_Trade: type 3,0.4725
OCCUPATION_TYPE_Security staff,0.4675
FONDKAPREMONT_MODE_not specified,0.4625
FONDKAPREMONT_MODE_reg oper account,0.46
NAME_EDUCATION_TYPE_Lower secondary,0.4525
ORGANIZATION_TYPE_Bank,0.4525
ORGANIZATION_TYPE_Business Entity Type 1,0.45
REG_REGION_NOT_WORK_REGION,0.44
ORGANIZATION_TYPE_Military,0.435
ORGANIZATION_TYPE_Security,0.4325
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0.4325
AMT_REQ_CREDIT_BUREAU_HOUR,0.4175
ORGANIZATION_TYPE_Industry: type 3,0.415
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0.4
PREV_NAME_CASH_LOAN_PURPOSE_Gasification / water supply_MEAN,0.3975
PREV_NAME_GOODS_CATEGORY_Direct Sales_MEAN,0.39
FLAG_DOCUMENT_16,0.39
PREV_NAME_GOODS_CATEGORY_Additional Service_MEAN,0.3875
ORGANIZATION_TYPE_Agriculture,0.385
ORGANIZATION_TYPE_Services,0.3775
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0.375
ORGANIZATION_TYPE_Trade: type 2,0.3725
NAME_HOUSING_TYPE_Rented apartment,0.3725
ORGANIZATION_TYPE_Industry: type 9,0.3675
OCCUPATION_TYPE_Private service staff,0.365
WALLSMATERIAL_MODE_Wooden,0.355
WALLSMATERIAL_MODE_Mixed,0.355
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,0.3525
PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0.3525
ORGANIZATION_TYPE_Police,0.325
EMERGENCYSTATE_MODE_Yes,0.315
NAME_TYPE_SUITE_Children,0.3125
ORGANIZATION_TYPE_Insurance,0.3125
ORGANIZATION_TYPE_Transport: type 4,0.31
NEW_RATIO_BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,0.31
NAME_TYPE_SUITE_Other_B,0.3075
OCCUPATION_TYPE_Waiters/barmen staff,0.305
ORGANIZATION_TYPE_Industry: type 11,0.3025
NAME_HOUSING_TYPE_Office apartment,0.3
OCCUPATION_TYPE_Secretaries,0.2975
PREV_NAME_CASH_LOAN_PURPOSE_Buying a garage_MEAN,0.295
PREV_CHANNEL_TYPE_Car dealer_MEAN,0.295
ORGANIZATION_TYPE_Housing,0.29
HOUSETYPE_MODE_terraced house,0.29
ORGANIZATION_TYPE_Transport: type 2,0.2875
HOUSETYPE_MODE_specific housing,0.2875
ORGANIZATION_TYPE_Industry: type 7,0.2825
ORGANIZATION_TYPE_Security Ministries,0.2775
FLAG_OWN_CAR,0.27
WALLSMATERIAL_MODE_Others,0.2675
ORGANIZATION_TYPE_Industry: type 13,0.265
ORGANIZATION_TYPE_Emergency,0.2625
FLAG_CONT_MOBILE,0.2625
OCCUPATION_TYPE_Realty agents,0.26
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0.2525
PREV_HUMAN_EVAL_MIN,0.2525
ORGANIZATION_TYPE_Restaurant,0.2475
OCCUPATION_TYPE_HR staff,0.24
PREV_NAME_GOODS_CATEGORY_Weapon_MEAN,0.24
CC_AMT_TOTAL_RECEIVABLE_MEAN,0.24
OCCUPATION_TYPE_IT staff,0.2275
ORGANIZATION_TYPE_Realtor,0.22
ORGANIZATION_TYPE_Industry: type 1,0.22
ORGANIZATION_TYPE_Industry: type 4,0.2125
EMERGENCYSTATE_MODE_No,0.21
ORGANIZATION_TYPE_Culture,0.2075
ORGANIZATION_TYPE_Hotel,0.2075
FLAG_DOCUMENT_11,0.2
ORGANIZATION_TYPE_Advertising,0.1975
CC_AMT_TOTAL_RECEIVABLE_MAX,0.1925
NAME_TYPE_SUITE_Other_A,0.1875
FLAG_DOCUMENT_18,0.185
FLAG_DOCUMENT_9,0.185
ORGANIZATION_TYPE_Industry: type 5,0.18
ORGANIZATION_TYPE_Industry: type 2,0.18
ORGANIZATION_TYPE_Trade: type 4,0.1775
NAME_HOUSING_TYPE_Co-op apartment,0.175
FLAG_DOCUMENT_14,0.175
WALLSMATERIAL_MODE_Monolithic,0.175
ORGANIZATION_TYPE_Trade: type 5,0.1675
FLAG_DOCUMENT_21,0.165
ORGANIZATION_TYPE_Trade: type 1,0.165
ORGANIZATION_TYPE_Industry: type 12,0.16
CC_AMT_TOTAL_RECEIVABLE_SUM,0.16
FLAG_DOCUMENT_13,0.155
NAME_TYPE_SUITE_Group of people,0.155
ORGANIZATION_TYPE_Cleaning,0.155
NEW_RATIO_BURO_CREDIT_DAY_OVERDUE_MAX,0.1525
NAME_EDUCATION_TYPE_Academic degree,0.1525
ORGANIZATION_TYPE_Trade: type 6,0.135
CC_AMT_TOTAL_RECEIVABLE_MIN,0.1275
ORGANIZATION_TYPE_Electricity,0.125
FLAG_DOCUMENT_15,0.1175
CC_NAME_CONTRACT_STATUS_Completed_MAX,0.1175
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0.115
HOUSETYPE_MODE_block of flats,0.1125
FLAG_DOCUMENT_7,0.1125
ORGANIZATION_TYPE_Mobile,0.11
CC_NAME_CONTRACT_STATUS_Active_MAX,0.0975
PREV_HUMAN_EVAL_MAX,0.095
ORGANIZATION_TYPE_Telecom,0.0925
FLAG_DOCUMENT_19,0.09
ORGANIZATION_TYPE_Transport: type 1,0.0825
FLAG_DOCUMENT_20,0.0825
CC_NAME_CONTRACT_STATUS_Signed_MAX,0.0775
CLOSED_CREDIT_DAY_OVERDUE_MAX,0.075
CC_NAME_CONTRACT_STATUS_Sent proposal_MAX,0.0675
CC_NAME_CONTRACT_STATUS_Active_MIN,0.0675
FLAG_DOCUMENT_17,0.0675
ORGANIZATION_TYPE_Industry: type 6,0.065
ORGANIZATION_TYPE_Industry: type 10,0.055
CC_AMT_TOTAL_RECEIVABLE_VAR,0.055
PREV_NAME_CASH_LOAN_PURPOSE_Money for a third person_MEAN,0.05
PREV_NAME_GOODS_CATEGORY_Education_MEAN,0.0425
FLAG_EMP_PHONE,0.0325
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,0.0325
BURO_CREDIT_TYPE_Real estate loan_MEAN,0.025
CC_NAME_CONTRACT_STATUS_Signed_MIN,0.025
ORGANIZATION_TYPE_Religion,0.0225
NAME_CONTRACT_TYPE_Revolving loans,0.0225
BURO_CREDIT_ACTIVE_nan_MEAN,0.0025
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0.0025
FLAG_DOCUMENT_2,0.0
FLAG_DOCUMENT_4,0.0
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0.0
NAME_INCOME_TYPE_Unemployed,0.0
PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,0.0
APPROVED_HUMAN_EVAL_MAX,0.0
NAME_INCOME_TYPE_Pensioner,0.0
ORGANIZATION_TYPE_XNA,0.0
NAME_INCOME_TYPE_Businessman,0.0
POS_COUNT,0.0
POS_NAME_CONTRACT_STATUS_Amortized debt_MEAN,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Refusal to name the goal_MEAN,0.0
ORGANIZATION_TYPE_Legal Services,0.0
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0.0
POS_NAME_CONTRACT_STATUS_nan_MEAN,0.0
APPROVED_HUMAN_EVAL_MEAN,0.0
CC_SK_DPD_MIN,0.0
REFUSED_HUMAN_EVAL_MIN,0.0
REFUSED_HUMAN_EVAL_MEAN,0.0
REFUSED_HUMAN_EVAL_MAX,0.0
EXT_SOURCE_2_VAR,0.0
NEW_RATIO_PREV_HUMAN_EVAL_MIN,0.0
NEW_RATIO_PREV_HUMAN_EVAL_MEAN,0.0
EXT_SOURCE_3_VAR,0.0
FLAG_DOCUMENT_10,0.0
FLAG_DOCUMENT_12,0.0
NEW_RATIO_PREV_HUMAN_EVAL_MAX,0.0
ORGANIZATION_TYPE_Postal,0.0
BURO_CREDIT_CURRENCY_nan_MEAN,0.0
APPROVED_HUMAN_EVAL_MIN,0.0
PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Sent proposal_VAR,0.0
CC_NAME_CONTRACT_STATUS_Sent proposal_SUM,0.0
PREV_NAME_PRODUCT_TYPE_nan_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Approved_SUM,0.0
PREV_NAME_PORTFOLIO_nan_MEAN,0.0
BURO_CREDIT_TYPE_nan_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Sent proposal_MIN,0.0
CC_NAME_CONTRACT_STATUS_Approved_VAR,0.0
PREV_NAME_PAYMENT_TYPE_nan_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Refused_VAR,0.0
CC_NAME_CONTRACT_STATUS_Refused_SUM,0.0
CC_NAME_CONTRACT_STATUS_Refused_MIN,0.0
PREV_NAME_GOODS_CATEGORY_nan_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Refused_MAX,0.0
PREV_CODE_REJECT_REASON_nan_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Demand_VAR,0.0
CC_NAME_CONTRACT_STATUS_Demand_MIN,0.0
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Demand_MAX,0.0
PREV_NAME_GOODS_CATEGORY_House Construction_MEAN,0.0
PREV_NAME_CONTRACT_STATUS_nan_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Completed_MIN,0.0
PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0.0
ORGANIZATION_TYPE_Industry: type 8,0.0
PREV_NAME_GOODS_CATEGORY_Animals_MEAN,0.0
PREV_NAME_CONTRACT_TYPE_nan_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Approved_MIN,0.0
CC_NAME_CONTRACT_STATUS_nan_MAX,0.0
CC_NAME_CONTRACT_STATUS_nan_MEAN,0.0
BURO_CREDIT_TYPE_Interbank credit_MEAN,0.0
BURO_CREDIT_ACTIVE_Bad debt_MEAN,0.0
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0.0
NEW_RATIO_BURO_CREDIT_DAY_OVERDUE_MEAN,0.0
BURO_CREDIT_CURRENCY_currency 4_MEAN,0.0
PREV_PRODUCT_COMBINATION_nan_MEAN,0.0
NAME_FAMILY_STATUS_Unknown,0.0
FLAG_MOBIL,0.0
PREV_NAME_CLIENT_TYPE_nan_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Approved_MAX,0.0
PREV_CHANNEL_TYPE_nan_MEAN,0.0
PREV_NAME_YIELD_GROUP_nan_MEAN,0.0
BURO_CREDIT_TYPE_Cash loan (non-earmarked)_MEAN,0.0
NAME_INCOME_TYPE_Maternity leave,0.0
NAME_INCOME_TYPE_Student,0.0
BURO_CREDIT_TYPE_Loan for purchase of shares (margin lending)_MEAN,0.0
BURO_CREDIT_TYPE_Loan for the purchase of equipment_MEAN,0.0
PREV_CODE_REJECT_REASON_CLIENT_MEAN,0.0
BURO_STATUS_nan_MEAN_MEAN,0.0
CC_SK_DPD_DEF_MIN,0.0
CC_NAME_CONTRACT_STATUS_nan_VAR,0.0
BURO_CREDIT_TYPE_Mobile operator loan_MEAN,0.0
CC_NAME_CONTRACT_STATUS_nan_SUM,0.0
PREV_NAME_SELLER_INDUSTRY_nan_MEAN,0.0
CC_NAME_CONTRACT_STATUS_nan_MIN,0.0
NEW_DOC_IND_AVG,0.0
CC_NAME_CONTRACT_STATUS_Approved_MEAN,0.0
CC_NAME_CONTRACT_STATUS_Demand_SUM,0.0
